model_family,dataset,fraction_percent,seed,f1,precision,recall,roc_auc,average_precision,brier,ece,source_metrics
hef_gbdt_e5_finetuned_jina_oof,amazon_google,1,20260726,0.5867620751341681,0.5046153846153846,0.7008547008547008,0.8751447678111107,0.49312501093479544,0.07560663997136925,0.057957954560284755,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/amazon_google/fraction_001/seed_20260726/metrics.json
hef_gbdt_e5_finetuned_jina_oof,amazon_google,1,20260727,0.5255474452554745,0.3991130820399113,0.7692307692307693,0.8684844107379319,0.4276524621475638,0.07609019161673872,0.04967300720410659,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/amazon_google/fraction_001/seed_20260727/metrics.json
hef_gbdt_e5_finetuned_jina_oof,amazon_google,2,20260725,0.6069469835466179,0.5303514376996805,0.7094017094017094,0.8829331722726574,0.4913390719623845,0.061436753531527166,0.01394339081545549,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/amazon_google/fraction_002/seed_20260725/metrics.json
hef_gbdt_e5_finetuned_jina_oof,amazon_google,2,20260726,0.5980582524271845,0.5480427046263345,0.6581196581196581,0.8830722323922906,0.4605671098991317,0.06169857401406854,0.01922091941548413,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/amazon_google/fraction_002/seed_20260726/metrics.json
hef_gbdt_e5_finetuned_jina_oof,amazon_google,2,20260727,0.6110056925996205,0.5494880546075085,0.688034188034188,0.9043930544659053,0.4902799615962121,0.0632814188062489,0.03901971423967586,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/amazon_google/fraction_002/seed_20260727/metrics.json
hef_gbdt_e5_finetuned_jina_oof,amazon_google,3,20260725,0.6035502958579881,0.5604395604395604,0.6538461538461539,0.8717813808877433,0.4587509327738649,0.07156466759051092,0.058496418136341655,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/amazon_google/fraction_003/seed_20260725/metrics.json
hef_gbdt_e5_finetuned_jina_oof,amazon_google,3,20260726,0.61328125,0.564748201438849,0.6709401709401709,0.8901186369617646,0.5052394898709255,0.0618661074963435,0.02848226591471214,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/amazon_google/fraction_003/seed_20260726/metrics.json
hef_gbdt_e5_finetuned_jina_oof,amazon_google,3,20260727,0.597623089983022,0.49577464788732395,0.7521367521367521,0.8778429492368298,0.470856019636554,0.06239049936669364,0.008706106258465456,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/amazon_google/fraction_003/seed_20260727/metrics.json
hef_gbdt_e5_finetuned_jina_oof,amazon_google,4,20260725,0.6129032258064516,0.5277777777777778,0.7307692307692307,0.9175425378679385,0.581893955445437,0.06333693295191387,0.0482181686838999,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/amazon_google/fraction_004/seed_20260725/metrics.json
hef_gbdt_e5_finetuned_jina_oof,amazon_google,4,20260726,0.6338028169014085,0.5389221556886228,0.7692307692307693,0.9156652262528902,0.5746451534403384,0.05738804322455118,0.030940342819975066,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/amazon_google/fraction_004/seed_20260726/metrics.json
